date,description,amount,gst_rate,vendor_state,business_state,amount_inclusive_gst,eligible_itc,category
2024-07-26,PINV-07-00811 LightSpeed Internet marketing expense,10875.65,0,TS,KA,false,true,marketing
2024-04-16,PINV-04-00812 Kuber Warehousing purchase expense,80280.31,18,MH,KA,false,true,purchase
2025-02-24,PINV-02-00813 QuickFix Maintenance office expense expense,1841.56,18,DL,KA,false,true,office_expense
2024-05-31,PINV-05-00814 LightSpeed Internet rent expense,5463.8,18,KA,KA,true,false,rent
2024-06-05,PINV-06-00815 Royal Insurance Brokers purchase expense,76197.23,0,DL,KA,false,true,purchase
2025-03-31,PINV-03-00816 Kuber Warehousing purchase expense,29098.39,0,GJ,KA,false,true,purchase
2024-05-19,PINV-05-00817 Insight Marketing LLP purchase expense,80510.09,18,TS,KA,true,true,purchase
2024-06-05,PINV-06-00818 Royal Insurance Brokers purchase expense,43932.92,0,GJ,KA,false,true,purchase
2024-07-24,PINV-07-00819 Apex Packaging Works software expense,42909.09,18,TS,KA,false,true,software
2025-03-30,PINV-03-00820 Apex Packaging Works office expense expense,50385.8,5,TS,KA,true,true,office_expense
2024-06-14,PINV-06-00821 Delta Office Systems purchase expense,73145.0,18,DL,KA,true,true,purchase
2024-08-01,PINV-08-00822 Mohan Industrial Gases office expense expense,69440.12,0,DL,KA,false,true,office_expense
2024-12-09,PINV-12-00823 LightSpeed Internet office expense expense,73440.03,12,DL,KA,true,true,office_expense
2024-07-05,PINV-07-00824 SmartCloud Software marketing expense,36320.74,0,GJ,KA,false,true,marketing
2025-02-21,PINV-02-00825 Bharat Transport Co office expense expense,15725.2,12,GJ,KA,true,true,office_expense
2024-11-06,PINV-11-00826 Apex Packaging Works software expense,39833.16,18,MH,KA,true,true,software
2024-07-29,PINV-07-00827 Omkar Repairs loan expense,85221.22,12,TN,KA,true,false,loan
2024-10-30,PINV-10-00828 Crystal Print House rent expense,56804.76,18,KA,KA,true,true,rent
2024-06-11,PINV-06-00829 LightSpeed Internet purchase expense,24693.57,0,TN,KA,false,true,purchase
2025-02-10,PINV-02-00830 TruEdge Consulting purchase expense,40749.06,18,TN,KA,true,true,purchase
2024-12-12,PINV-12-00831 FirstFleet Logistics purchase expense,2320.82,18,MH,KA,true,true,purchase
2024-08-02,PINV-08-00832 Eco Power Utilities marketing expense,27787.36,5,KA,KA,true,true,marketing
2024-08-19,PINV-08-00833 Crystal Print House travel expense,10469.2,0,MH,KA,false,true,travel
2024-10-21,PINV-10-00834 TruEdge Consulting purchase expense,32596.63,18,GJ,KA,true,true,purchase
2024-04-15,PINV-04-00835 Mohan Industrial Gases purchase expense,81412.44,18,DL,KA,true,true,purchase
2024-06-24,PINV-06-00836 LightSpeed Internet travel expense,68386.59,5,MH,KA,true,true,travel
2025-02-12,PINV-02-00837 Kuber Warehousing office expense expense,18358.51,12,KA,KA,true,true,office_expense
2024-09-12,PINV-09-00838 Royal Insurance Brokers rent expense,33620.11,0,MH,KA,false,false,rent
2025-02-04,PINV-02-00839 Nexa Facility Services software expense,69661.64,18,TN,KA,true,true,software
2024-06-20,PINV-06-00840 Delta Office Systems utilities expense,51500.01,18,KA,KA,false,true,utilities
2024-09-02,PINV-09-00841 Crystal Print House software expense,65650.47,18,DL,KA,false,true,software
2025-03-17,PINV-03-00842 Himalaya Foods Supply office expense expense,39234.16,18,KA,KA,true,true,office_expense
2024-10-20,PINV-10-00843 Himalaya Foods Supply rent expense,64177.73,18,MH,KA,false,false,rent
2025-01-26,PINV-01-00844 FirstFleet Logistics utilities expense,66583.69,12,KA,KA,false,true,utilities
2024-07-04,PINV-07-00845 Eco Power Utilities purchase expense,50226.24,0,MH,KA,false,true,purchase
2025-02-24,PINV-02-00846 Himalaya Foods Supply purchase expense,49810.72,18,GJ,KA,true,true,purchase
2024-05-02,PINV-05-00847 Apex Packaging Works purchase expense,60591.84,0,TN,KA,false,true,purchase
2024-05-21,PINV-05-00848 Mohan Industrial Gases purchase expense,38653.04,18,DL,KA,true,true,purchase
2025-03-25,PINV-03-00849 Pioneer Chemicals purchase expense,36410.79,18,KA,KA,true,true,purchase
2024-11-17,PINV-11-00850 SmartCloud Software rent expense,15519.48,18,DL,KA,true,false,rent
2024-07-21,PINV-07-00851 Eco Power Utilities food expense,33468.93,0,GJ,KA,false,false,food
2024-05-09,PINV-05-00852 Jai Stationers purchase expense,62702.24,12,TN,KA,false,true,purchase
2024-04-07,PINV-04-00853 Delta Office Systems office expense expense,36296.71,18,TS,KA,true,true,office_expense
2024-05-24,PINV-05-00854 Crystal Print House office expense expense,43729.27,18,TN,KA,true,true,office_expense
2024-09-22,PINV-09-00855 Bharat Transport Co software expense,65502.98,18,KA,KA,true,true,software
2024-06-04,PINV-06-00856 Apex Packaging Works loan expense,8874.7,5,GJ,KA,true,false,loan
2024-04-29,PINV-04-00857 Nexa Facility Services office expense expense,63213.32,18,MH,KA,true,true,office_expense
2024-05-06,PINV-05-00858 Delta Office Systems software expense,68632.66,18,TN,KA,true,true,software
2025-02-17,PINV-02-00859 Pioneer Chemicals office expense expense,22912.09,5,TS,KA,true,true,office_expense
2024-12-05,PINV-12-00860 Delta Office Systems utilities expense,8497.31,18,TS,KA,true,true,utilities
2024-12-21,PINV-12-00861 Jai Stationers office expense expense,22055.23,12,KA,KA,true,true,office_expense
2024-08-25,PINV-08-00862 Eco Power Utilities office expense expense,4555.55,5,MH,KA,false,true,office_expense
2024-11-19,PINV-11-00863 Kuber Warehousing loan expense,67458.53,5,MH,KA,true,false,loan
2025-03-26,PINV-03-00864 Crystal Print House purchase expense,33684.86,12,GJ,KA,true,true,purchase
2024-10-12,PINV-10-00865 Mohan Industrial Gases office expense expense,41319.06,0,TS,KA,false,true,office_expense
2024-08-11,PINV-08-00866 Delta Office Systems utilities expense,80666.32,18,DL,KA,true,true,utilities
2025-01-17,PINV-01-00867 Crystal Print House marketing expense,21082.79,12,KA,KA,true,true,marketing
2024-05-19,PINV-05-00868 Delta Office Systems loan expense,4415.53,18,TS,KA,true,false,loan
2024-11-06,PINV-11-00869 Mohan Industrial Gases purchase expense,73753.93,18,DL,KA,false,true,purchase
2024-05-03,PINV-05-00870 Eco Power Utilities utilities expense,32655.7,18,MH,KA,true,true,utilities
2024-12-07,PINV-12-00871 LightSpeed Internet office expense expense,71864.67,12,TN,KA,true,true,office_expense
2024-08-12,PINV-08-00872 QuickFix Maintenance travel expense,41313.56,12,GJ,KA,true,true,travel
2024-08-26,PINV-08-00873 LightSpeed Internet tax payment expense,35289.51,0,TN,KA,false,false,tax_payment
2025-01-22,PINV-01-00874 Eco Power Utilities rent expense,33301.9,18,MH,KA,false,true,rent
2025-03-11,PINV-03-00875 Bharat Transport Co marketing expense,64108.14,18,TS,KA,false,true,marketing
2024-12-09,PINV-12-00876 FirstFleet Logistics office expense expense,29379.55,5,TN,KA,true,true,office_expense
2025-01-25,PINV-01-00877 Global Tech Tools purchase expense,87096.29,18,GJ,KA,true,true,purchase
2024-05-27,PINV-05-00878 Jai Stationers travel expense,38126.49,18,MH,KA,true,true,travel
2024-07-10,PINV-07-00879 Jai Stationers marketing expense,98714.49,18,TS,KA,true,true,marketing
2025-03-09,PINV-03-00880 Apex Packaging Works purchase expense,47591.23,12,MH,KA,true,true,purchase
2024-10-09,PINV-10-00881 Delta Office Systems marketing expense,62860.91,12,MH,KA,true,true,marketing
2024-07-27,PINV-07-00882 TruEdge Consulting utilities expense,39143.26,0,MH,KA,false,true,utilities
2024-08-03,PINV-08-00883 Global Tech Tools travel expense,16847.84,18,GJ,KA,true,true,travel
2025-03-24,PINV-03-00884 Insight Marketing LLP purchase expense,40446.26,18,TS,KA,true,true,purchase
2024-11-14,PINV-11-00885 Apex Packaging Works software expense,23141.77,18,GJ,KA,true,true,software
2024-11-05,PINV-11-00886 Global Tech Tools purchase expense,12791.07,0,MH,KA,false,true,purchase
2024-04-14,PINV-04-00887 Bharat Transport Co marketing expense,52637.16,18,DL,KA,true,true,marketing
2024-06-04,PINV-06-00888 Mohan Industrial Gases tax payment expense,87413.22,18,MH,KA,true,true,tax_payment
2024-11-03,PINV-11-00889 Omkar Repairs office expense expense,90225.32,12,TS,KA,true,true,office_expense
2025-01-02,PINV-01-00890 TruEdge Consulting software expense,64517.58,18,TN,KA,true,true,software
2024-04-05,PINV-04-00891 Kuber Warehousing office expense expense,78074.31,12,GJ,KA,false,true,office_expense
2024-06-08,PINV-06-00892 Apex Packaging Works utilities expense,40698.43,12,KA,KA,true,true,utilities
2024-05-29,PINV-05-00893 Global Tech Tools purchase expense,76923.6,18,GJ,KA,true,true,purchase
2024-07-20,PINV-07-00894 LightSpeed Internet purchase expense,89422.66,18,KA,KA,true,true,purchase
2024-09-17,PINV-09-00895 Jai Stationers software expense,79245.93,18,TS,KA,true,true,software
2025-03-29,PINV-03-00896 Bharat Transport Co utilities expense,80948.99,0,GJ,KA,false,true,utilities
2025-02-22,PINV-02-00897 Bharat Transport Co purchase expense,7472.76,18,MH,KA,true,true,purchase
2024-05-03,PINV-05-00898 LightSpeed Internet software expense,35029.68,18,DL,KA,true,true,software
2024-07-07,PINV-07-00899 QuickFix Maintenance office expense expense,44361.32,0,DL,KA,false,true,office_expense
2024-11-21,PINV-11-00900 Kuber Warehousing software expense,4724.86,0,KA,KA,false,true,software
2024-10-24,PINV-10-00901 QuickFix Maintenance rent expense,43333.17,12,GJ,KA,true,true,rent
2024-08-13,PINV-08-00902 Bharat Transport Co purchase expense,4317.51,18,TS,KA,false,true,purchase
2024-05-23,PINV-05-00903 Mohan Industrial Gases marketing expense,56667.88,18,TN,KA,true,true,marketing
2025-03-26,PINV-03-00904 Delta Office Systems travel expense,44437.19,0,GJ,KA,false,true,travel
2024-11-03,PINV-11-00905 Delta Office Systems purchase expense,83153.69,18,DL,KA,true,true,purchase
2025-01-22,PINV-01-00906 QuickFix Maintenance purchase expense,37672.3,5,KA,KA,true,true,purchase
2024-09-12,PINV-09-00907 Apex Packaging Works purchase expense,21922.5,18,DL,KA,true,true,purchase
2025-02-24,PINV-02-00908 Royal Insurance Brokers purchase expense,32048.9,12,GJ,KA,true,true,purchase
2024-10-07,PINV-10-00909 Himalaya Foods Supply software expense,23034.46,5,GJ,KA,true,true,software
2024-06-23,PINV-06-00910 Jai Stationers purchase expense,15460.13,18,TS,KA,true,true,purchase
2024-12-03,PINV-12-00911 Kuber Warehousing utilities expense,28875.02,0,TN,KA,false,true,utilities
2024-11-06,PINV-11-00912 Royal Insurance Brokers utilities expense,1560.38,18,MH,KA,false,true,utilities
2024-04-04,PINV-04-00913 Eco Power Utilities loan expense,14406.07,12,TN,KA,false,false,loan
2024-11-07,PINV-11-00914 SmartCloud Software utilities expense,26635.99,18,DL,KA,true,true,utilities
2025-03-30,PINV-03-00915 Bharat Transport Co purchase expense,44596.58,0,TN,KA,false,true,purchase
2024-05-25,PINV-05-00916 Himalaya Foods Supply purchase expense,69763.86,18,KA,KA,false,true,purchase
2024-12-31,PINV-12-00917 SmartCloud Software rent expense,61708.65,0,MH,KA,false,false,rent
2025-01-10,PINV-01-00918 FirstFleet Logistics rent expense,40514.16,18,KA,KA,false,true,rent
2024-06-01,PINV-06-00919 QuickFix Maintenance purchase expense,66413.81,12,GJ,KA,true,true,purchase
2024-10-17,PINV-10-00920 Global Tech Tools purchase expense,1922.37,18,MH,KA,false,true,purchase
2024-05-08,PINV-05-00921 Bharat Transport Co tax payment expense,28970.82,18,TN,KA,true,false,tax_payment
2024-07-20,PINV-07-00922 Bharat Transport Co software expense,85345.41,18,TN,KA,true,true,software
2024-11-27,PINV-11-00923 Delta Office Systems loan expense,66874.33,18,TS,KA,false,true,loan
2025-01-22,PINV-01-00924 SmartCloud Software office expense expense,31767.27,0,DL,KA,false,true,office_expense
2024-10-22,PINV-10-00925 Mohan Industrial Gases loan expense,5439.78,18,GJ,KA,true,false,loan
2024-07-30,PINV-07-00926 Global Tech Tools purchase expense,2983.23,12,MH,KA,true,true,purchase
2024-06-22,PINV-06-00927 Jai Stationers rent expense,38978.26,18,TN,KA,true,false,rent
2025-02-14,PINV-02-00928 Global Tech Tools rent expense,74977.02,5,MH,KA,true,false,rent
2025-02-14,PINV-02-00929 Apex Packaging Works travel expense,28047.34,12,TN,KA,true,true,travel
2024-04-26,PINV-04-00930 Delta Office Systems purchase expense,59435.58,18,DL,KA,true,true,purchase
2024-04-20,PINV-04-00931 Delta Office Systems purchase expense,79132.23,12,KA,KA,true,true,purchase
2024-04-16,PINV-04-00932 QuickFix Maintenance purchase expense,56842.96,18,TS,KA,true,true,purchase
2024-08-12,PINV-08-00933 Omkar Repairs marketing expense,73562.73,18,MH,KA,false,true,marketing
2024-07-22,PINV-07-00934 Kuber Warehousing purchase expense,21886.57,18,KA,KA,true,true,purchase
2025-02-02,PINV-02-00935 FirstFleet Logistics purchase expense,48088.62,18,DL,KA,true,true,purchase
2024-10-14,PINV-10-00936 Himalaya Foods Supply rent expense,78641.86,18,DL,KA,false,false,rent
2025-03-14,PINV-03-00937 Himalaya Foods Supply tax payment expense,18602.61,0,TS,KA,false,true,tax_payment
2024-06-11,PINV-06-00938 Nexa Facility Services travel expense,44645.92,0,GJ,KA,false,true,travel
2024-09-18,PINV-09-00939 Insight Marketing LLP marketing expense,17874.87,18,TS,KA,true,true,marketing
2024-06-05,PINV-06-00940 Jai Stationers purchase expense,69567.46,18,TS,KA,true,true,purchase
2024-06-12,PINV-06-00941 Apex Packaging Works utilities expense,9955.69,18,TN,KA,true,true,utilities
2024-04-09,PINV-04-00942 Kuber Warehousing purchase expense,65364.84,0,MH,KA,false,true,purchase
2024-12-10,PINV-12-00943 Delta Office Systems software expense,62343.26,18,TS,KA,false,true,software
2024-07-11,PINV-07-00944 Himalaya Foods Supply purchase expense,66229.98,18,GJ,KA,true,true,purchase
2025-03-31,PINV-03-00945 Global Tech Tools tax payment expense,6078.2,0,GJ,KA,false,false,tax_payment
2025-01-30,PINV-01-00946 SmartCloud Software purchase expense,52938.63,18,DL,KA,true,true,purchase
2024-12-29,PINV-12-00947 Bharat Transport Co purchase expense,95193.17,18,DL,KA,true,true,purchase
2024-05-04,PINV-05-00948 Kuber Warehousing utilities expense,76172.12,18,KA,KA,true,true,utilities
2025-02-13,PINV-02-00949 Himalaya Foods Supply purchase expense,22050.99,12,TN,KA,true,true,purchase
2024-05-16,PINV-05-00950 Himalaya Foods Supply loan expense,51443.36,12,KA,KA,true,false,loan
2024-06-11,PINV-06-00951 Eco Power Utilities office expense expense,6796.15,18,GJ,KA,false,true,office_expense
2024-09-03,PINV-09-00952 Omkar Repairs marketing expense,65650.88,18,DL,KA,false,true,marketing
2024-07-22,PINV-07-00953 Crystal Print House rent expense,8597.61,18,MH,KA,false,false,rent
2025-03-12,PINV-03-00954 Himalaya Foods Supply purchase expense,50580.6,18,TN,KA,true,true,purchase
2025-02-11,PINV-02-00955 QuickFix Maintenance purchase expense,47935.22,0,TS,KA,false,true,purchase
2024-09-05,PINV-09-00956 Eco Power Utilities office expense expense,48323.68,18,DL,KA,true,true,office_expense
2025-02-26,PINV-02-00957 Apex Packaging Works loan expense,69270.28,0,KA,KA,false,false,loan
2024-12-17,PINV-12-00958 Pioneer Chemicals travel expense,13802.73,18,MH,KA,true,true,travel
2024-10-27,PINV-10-00959 Himalaya Foods Supply travel expense,67154.22,18,KA,KA,true,true,travel
2025-03-02,PINV-03-00960 Mohan Industrial Gases marketing expense,14730.77,18,MH,KA,false,true,marketing
2025-01-29,PINV-01-00961 FirstFleet Logistics purchase expense,38394.9,18,GJ,KA,false,true,purchase
2024-04-06,PINV-04-00962 SmartCloud Software food expense,57888.72,5,DL,KA,true,false,food
2024-06-26,PINV-06-00963 FirstFleet Logistics utilities expense,68259.44,18,GJ,KA,true,true,utilities
2024-04-01,PINV-04-00964 Omkar Repairs purchase expense,81356.15,18,KA,KA,true,true,purchase
2024-06-09,PINV-06-00965 Kuber Warehousing software expense,47382.54,18,GJ,KA,true,true,software
2024-12-10,PINV-12-00966 Mohan Industrial Gases purchase expense,20002.33,18,TS,KA,true,true,purchase
2024-12-29,PINV-12-00967 Apex Packaging Works purchase expense,78166.61,18,DL,KA,false,true,purchase
2024-06-03,PINV-06-00968 Omkar Repairs purchase expense,39736.67,18,GJ,KA,true,true,purchase
2024-07-06,PINV-07-00969 SmartCloud Software purchase expense,50661.38,18,DL,KA,false,true,purchase
2024-10-20,PINV-10-00970 LightSpeed Internet tax payment expense,45063.52,18,DL,KA,true,true,tax_payment
2024-12-26,PINV-12-00971 Nexa Facility Services purchase expense,37119.15,18,TS,KA,true,true,purchase
2025-02-03,PINV-02-00972 FirstFleet Logistics purchase expense,64563.02,18,TN,KA,true,true,purchase
2025-01-13,PINV-01-00973 Pioneer Chemicals software expense,6339.38,18,KA,KA,true,true,software
2024-06-12,PINV-06-00974 SmartCloud Software purchase expense,62465.04,0,TS,KA,false,true,purchase
2024-04-07,PINV-04-00975 Crystal Print House office expense expense,60056.94,12,MH,KA,true,true,office_expense
2025-01-18,PINV-01-00976 Apex Packaging Works software expense,30079.96,18,MH,KA,false,true,software
2024-07-26,PINV-07-00977 Global Tech Tools software expense,11736.64,5,TN,KA,true,true,software
2024-06-26,PINV-06-00978 Bharat Transport Co purchase expense,64596.81,18,MH,KA,true,true,purchase
2024-08-12,PINV-08-00979 FirstFleet Logistics marketing expense,43290.86,18,GJ,KA,true,true,marketing
2024-11-18,PINV-11-00980 LightSpeed Internet purchase expense,74073.69,18,KA,KA,true,true,purchase
2025-03-24,PINV-03-00981 Kuber Warehousing utilities expense,10515.47,18,DL,KA,true,true,utilities
2024-09-04,PINV-09-00982 Mohan Industrial Gases rent expense,37753.75,18,TN,KA,true,false,rent
2024-08-09,PINV-08-00983 Bharat Transport Co food expense,50160.55,18,DL,KA,true,false,food
2024-10-08,PINV-10-00984 Himalaya Foods Supply purchase expense,29171.49,18,GJ,KA,true,true,purchase
2024-12-31,PINV-12-00985 Nexa Facility Services software expense,21057.0,18,DL,KA,true,true,software
2024-12-16,PINV-12-00986 Global Tech Tools loan expense,86075.5,18,TS,KA,true,true,loan
2025-01-06,PINV-01-00987 Nexa Facility Services office expense expense,83699.85,18,TN,KA,true,true,office_expense
2024-09-01,PINV-09-00988 QuickFix Maintenance purchase expense,73324.71,5,TN,KA,false,true,purchase
2024-10-04,PINV-10-00989 QuickFix Maintenance travel expense,90519.59,18,MH,KA,true,true,travel
2025-02-28,PINV-02-00990 Nexa Facility Services loan expense,19505.53,18,MH,KA,false,false,loan
2024-11-07,PINV-11-00991 TruEdge Consulting food expense,4548.03,18,DL,KA,true,false,food
2024-09-11,PINV-09-00992 Bharat Transport Co software expense,60339.07,18,TN,KA,true,true,software
2024-11-24,PINV-11-00993 FirstFleet Logistics food expense,39570.82,0,GJ,KA,false,true,food
2024-07-10,PINV-07-00994 SmartCloud Software purchase expense,23890.01,18,MH,KA,true,true,purchase
2025-01-28,PINV-01-00995 Kuber Warehousing purchase expense,35566.54,18,TS,KA,true,true,purchase
2024-04-03,PINV-04-00996 Himalaya Foods Supply utilities expense,36539.31,0,DL,KA,false,true,utilities
2024-05-27,PINV-05-00997 LightSpeed Internet purchase expense,59625.52,0,DL,KA,false,true,purchase
2024-04-12,PINV-04-00998 FirstFleet Logistics rent expense,18774.35,0,TN,KA,false,false,rent
2025-01-31,PINV-01-00999 Insight Marketing LLP loan expense,58564.98,18,GJ,KA,false,false,loan
2024-09-17,PINV-09-01000 Global Tech Tools purchase expense,90970.06,18,MH,KA,true,true,purchase
2025-03-03,PINV-03-01001 LightSpeed Internet utilities expense,82898.98,12,MH,KA,true,true,utilities
2024-11-22,PINV-11-01002 Insight Marketing LLP purchase expense,57818.97,18,TS,KA,false,true,purchase
2024-09-24,PINV-09-01003 Delta Office Systems food expense,50453.58,18,TS,KA,true,false,food
2024-09-27,PINV-09-01004 LightSpeed Internet purchase expense,27080.76,18,KA,KA,true,true,purchase
2025-02-04,PINV-02-01005 Crystal Print House utilities expense,8701.6,12,DL,KA,true,true,utilities
2024-09-24,PINV-09-01006 LightSpeed Internet purchase expense,69511.26,18,TN,KA,true,true,purchase
2024-06-09,PINV-06-01007 Pioneer Chemicals purchase expense,42525.36,18,TN,KA,true,true,purchase
2024-08-07,PINV-08-01008 Mohan Industrial Gases purchase expense,85057.63,18,TN,KA,true,true,purchase
2024-10-09,PINV-10-01009 Nexa Facility Services food expense,75298.52,18,KA,KA,true,false,food
2024-06-28,PINV-06-01010 Nexa Facility Services purchase expense,11132.67,12,TS,KA,false,true,purchase
2024-11-13,PINV-11-01011 Mohan Industrial Gases purchase expense,93665.8,18,MH,KA,true,true,purchase
2024-05-13,PINV-05-01012 TruEdge Consulting tax payment expense,70780.86,5,DL,KA,true,false,tax_payment
2024-05-08,PINV-05-01013 Nexa Facility Services food expense,32145.65,18,GJ,KA,true,false,food
2025-01-28,PINV-01-01014 Royal Insurance Brokers purchase expense,91833.51,18,TN,KA,true,true,purchase
2024-11-12,PINV-11-01015 Himalaya Foods Supply office expense expense,15717.8,0,DL,KA,false,true,office_expense
2024-07-27,PINV-07-01016 QuickFix Maintenance marketing expense,5220.89,18,KA,KA,true,true,marketing
2025-03-03,PINV-03-01017 Jai Stationers office expense expense,32147.12,0,TN,KA,false,true,office_expense
2024-08-31,PINV-08-01018 LightSpeed Internet purchase expense,47539.48,18,MH,KA,false,true,purchase
2024-05-25,PINV-05-01019 Himalaya Foods Supply purchase expense,77270.77,18,TN,KA,true,true,purchase
2024-07-04,PINV-07-01020 TruEdge Consulting office expense expense,28957.53,0,TS,KA,false,true,office_expense
2024-08-25,PINV-08-01021 Insight Marketing LLP purchase expense,72500.35,0,DL,KA,false,true,purchase
2024-08-06,PINV-08-01022 Nexa Facility Services marketing expense,87255.23,12,KA,KA,true,true,marketing
2025-03-18,PINV-03-01023 FirstFleet Logistics office expense expense,49240.67,18,KA,KA,true,true,office_expense
2024-09-12,PINV-09-01024 Apex Packaging Works software expense,12757.23,18,TN,KA,true,true,software
2025-02-04,PINV-02-01025 Eco Power Utilities software expense,35010.06,18,TN,KA,true,true,software
2024-07-19,PINV-07-01026 FirstFleet Logistics utilities expense,15383.82,18,TS,KA,true,true,utilities
2024-04-28,PINV-04-01027 QuickFix Maintenance utilities expense,16804.31,18,GJ,KA,true,true,utilities
2024-08-05,PINV-08-01028 Mohan Industrial Gases utilities expense,28205.64,0,TN,KA,false,true,utilities
2024-11-09,PINV-11-01029 Pioneer Chemicals purchase expense,12672.97,0,TN,KA,false,true,purchase
2024-12-06,PINV-12-01030 Apex Packaging Works travel expense,81163.15,12,TS,KA,true,true,travel
2024-05-12,PINV-05-01031 LightSpeed Internet marketing expense,24174.95,0,MH,KA,false,true,marketing
2024-04-04,PINV-04-01032 Eco Power Utilities loan expense,77077.97,12,GJ,KA,true,false,loan
2024-04-18,PINV-04-01033 Global Tech Tools food expense,33838.83,12,GJ,KA,true,false,food
2024-10-22,PINV-10-01034 Omkar Repairs loan expense,55550.5,0,TS,KA,false,false,loan
2024-07-15,PINV-07-01035 Insight Marketing LLP software expense,68599.77,18,KA,KA,true,true,software
2024-12-31,PINV-12-01036 Eco Power Utilities purchase expense,51351.29,18,MH,KA,true,true,purchase
2025-01-07,PINV-01-01037 Eco Power Utilities travel expense,74218.92,0,MH,KA,false,true,travel
2024-08-04,PINV-08-01038 Insight Marketing LLP software expense,27220.27,0,KA,KA,false,true,software
2024-07-30,PINV-07-01039 Royal Insurance Brokers office expense expense,71308.33,5,GJ,KA,true,true,office_expense
2024-07-10,PINV-07-01040 Crystal Print House marketing expense,53129.55,18,TS,KA,true,true,marketing
2024-10-28,PINV-10-01041 Himalaya Foods Supply software expense,46240.07,0,TS,KA,false,true,software
2024-05-15,PINV-05-01042 Pioneer Chemicals rent expense,60769.41,18,TS,KA,true,false,rent
2024-09-04,PINV-09-01043 Pioneer Chemicals travel expense,5020.85,5,KA,KA,true,true,travel
2024-08-10,PINV-08-01044 Delta Office Systems loan expense,91729.2,18,DL,KA,true,false,loan
2025-01-13,PINV-01-01045 LightSpeed Internet marketing expense,56022.86,0,GJ,KA,false,true,marketing
2024-09-12,PINV-09-01046 Delta Office Systems purchase expense,53734.17,18,KA,KA,true,true,purchase
2025-01-25,PINV-01-01047 Crystal Print House office expense expense,31470.03,18,DL,KA,true,true,office_expense
2024-11-02,PINV-11-01048 TruEdge Consulting travel expense,35443.68,18,KA,KA,true,true,travel
2025-02-02,PINV-02-01049 FirstFleet Logistics travel expense,24785.0,18,TS,KA,true,true,travel
2024-05-30,PINV-05-01050 QuickFix Maintenance utilities expense,85117.09,18,DL,KA,true,true,utilities
2024-10-23,PINV-10-01051 Delta Office Systems purchase expense,70685.38,18,TN,KA,false,true,purchase
2025-01-04,PINV-01-01052 Himalaya Foods Supply rent expense,47748.18,12,GJ,KA,true,false,rent
2024-12-01,PINV-12-01053 Jai Stationers tax payment expense,62326.96,0,TS,KA,false,false,tax_payment
2024-08-26,PINV-08-01054 Mohan Industrial Gases rent expense,67189.06,12,TN,KA,false,false,rent
2024-07-14,PINV-07-01055 Global Tech Tools purchase expense,10455.71,18,TN,KA,false,true,purchase
2024-05-20,PINV-05-01056 Jai Stationers purchase expense,38457.28,18,MH,KA,true,true,purchase
2024-05-28,PINV-05-01057 TruEdge Consulting software expense,36521.55,18,TN,KA,false,true,software
2024-08-13,PINV-08-01058 Pioneer Chemicals purchase expense,30739.11,12,GJ,KA,true,true,purchase
2024-10-16,PINV-10-01059 SmartCloud Software utilities expense,3576.37,18,GJ,KA,true,true,utilities
2024-07-28,PINV-07-01060 Apex Packaging Works purchase expense,49515.29,18,TS,KA,true,true,purchase
2024-07-26,PINV-07-01061 Mohan Industrial Gases food expense,9203.9,18,TS,KA,true,true,food
2024-06-14,PINV-06-01062 TruEdge Consulting purchase expense,49132.9,18,DL,KA,true,true,purchase
2025-02-01,PINV-02-01063 Himalaya Foods Supply purchase expense,23341.84,0,TS,KA,false,true,purchase
2024-06-14,PINV-06-01064 SmartCloud Software purchase expense,18259.79,18,DL,KA,true,true,purchase
2024-12-02,PINV-12-01065 Delta Office Systems utilities expense,46156.48,0,GJ,KA,false,true,utilities
2024-10-23,PINV-10-01066 Bharat Transport Co marketing expense,68374.82,18,TS,KA,true,true,marketing
2024-12-23,PINV-12-01067 Insight Marketing LLP tax payment expense,29584.04,18,KA,KA,true,false,tax_payment
2024-09-09,PINV-09-01068 FirstFleet Logistics rent expense,42289.87,0,TN,KA,false,false,rent
2024-09-19,PINV-09-01069 Nexa Facility Services software expense,56088.17,18,KA,KA,true,true,software
2024-04-05,PINV-04-01070 Nexa Facility Services purchase expense,68306.09,5,TS,KA,false,true,purchase
2024-09-08,PINV-09-01071 Nexa Facility Services marketing expense,35384.92,0,MH,KA,false,true,marketing
2025-01-31,PINV-01-01072 Omkar Repairs rent expense,30731.04,12,TN,KA,false,false,rent
2024-05-23,PINV-05-01073 Nexa Facility Services office expense expense,19461.58,18,GJ,KA,false,true,office_expense
2024-05-07,PINV-05-01074 Crystal Print House utilities expense,53385.05,18,GJ,KA,true,true,utilities
2025-02-26,PINV-02-01075 SmartCloud Software marketing expense,45647.63,0,TS,KA,false,true,marketing
2024-04-25,PINV-04-01076 Delta Office Systems loan expense,2698.33,18,DL,KA,true,true,loan
2024-07-06,PINV-07-01077 FirstFleet Logistics purchase expense,87813.09,5,KA,KA,true,true,purchase
2024-08-02,PINV-08-01078 Crystal Print House travel expense,33990.66,18,KA,KA,true,true,travel
2024-09-06,PINV-09-01079 TruEdge Consulting tax payment expense,60438.15,5,DL,KA,true,false,tax_payment
2024-12-21,PINV-12-01080 Kuber Warehousing utilities expense,36488.01,12,MH,KA,false,true,utilities
