date,description,debit,credit,gst_rate,vendor_state,business_state,eligible_itc,category
2024-04-30,UPI DR Kuber Warehousing utilities payment 00957,26158.1,,18,TS,KA,true,utilities
2024-08-05,NEFT CR Orbit Fashion House invoice receipt 00904,,83347.53,18,KA,KA,false,sales
2025-01-23,UPI DR Apex Packaging Works marketing payment 01292,23398.04,,18,TS,KA,true,marketing
2024-04-10,UPI DR QuickFix Maintenance utilities payment 00740,66737.9,,0,KA,KA,true,utilities
2024-08-17,SAVINGS INTEREST CREDIT 0096,,917.17,0,KA,KA,false,interest
2025-03-18,UPI DR SmartCloud Software software payment 00414,70389.35,,18,GJ,KA,true,software
2025-03-11,SAVINGS INTEREST CREDIT 0244,,428.5,0,KA,KA,false,interest
2024-10-03,SELF TRANSFER TO CASH MANAGEMENT 0038,6169.94,,0,KA,KA,false,transfer
2024-12-20,NEFT CR Nova Wellness invoice receipt 01031,,97872.14,18,TN,KA,false,sales
2025-02-14,NEFT CR Kite Logistics invoice receipt 00635,,125480.43,18,TS,KA,false,sales
2025-01-04,UPI DR QuickFix Maintenance food payment 01018,40498.67,,18,TN,KA,false,food
2024-06-11,NEFT CR Bluecart Traders invoice receipt 00760,,111615.59,0,KA,KA,false,sales
2024-09-10,UPI DR Apex Packaging Works software payment 01282,83407.51,,0,MH,KA,true,software
2024-04-09,NEFT CR Growthline Agencies invoice receipt 01387,,98089.6,18,DL,KA,false,sales
2024-12-13,SELF TRANSFER TO CASH MANAGEMENT 0232,24224.33,,0,KA,KA,false,transfer
2025-03-29,NEFT CR Bluecart Traders invoice receipt 00704,,112146.91,18,DL,KA,false,sales
2024-07-15,SAVINGS INTEREST CREDIT 0250,,518.35,0,KA,KA,false,interest
2025-01-10,SELF TRANSFER TO CASH MANAGEMENT 0085,14316.64,,0,KA,KA,false,transfer
2024-09-09,NEFT CR CityMed Distributors invoice receipt 01139,,12723.06,18,TS,KA,false,sales
2025-01-12,UPI DR Pioneer Chemicals purchase payment 01291,83744.59,,18,MH,KA,true,purchase
2024-06-29,SAVINGS INTEREST CREDIT 0120,,192.97,0,KA,KA,false,interest
2024-05-11,UPI DR SmartCloud Software travel payment 01229,30341.85,,0,GJ,KA,true,travel
2024-07-24,UPI DR TruEdge Consulting purchase payment 00980,15468.24,,18,KA,KA,true,purchase
2024-12-15,NEFT CR Orbit Fashion House invoice receipt 00113,,42381.55,18,KA,KA,false,sales
2025-03-13,UPI DR Apex Packaging Works utilities payment 01244,61721.86,,18,TN,KA,true,utilities
2025-01-20,NEFT CR Growthline Agencies invoice receipt 00593,,33990.37,18,KA,KA,false,sales
2024-11-28,UPI DR Himalaya Foods Supply purchase payment 00177,13523.22,,0,TS,KA,true,purchase
2024-04-18,NEFT CR Trinity Healthcare invoice receipt 00115,,4525.35,18,TN,KA,false,sales
2024-11-09,UPI DR Global Tech Tools office expense payment 01064,84394.91,,18,MH,KA,true,office_expense
2024-07-24,NEFT CR Growthline Agencies invoice receipt 01384,,83935.34,18,KA,KA,false,sales
2024-06-14,NEFT CR DigiServe Solutions invoice receipt 00891,,74588.11,18,TS,KA,false,sales
2025-02-25,SELF TRANSFER TO CASH MANAGEMENT 0197,27530.62,,0,KA,KA,false,transfer
2024-04-14,NEFT CR Horizon Pharma invoice receipt 00724,,122663.73,18,GJ,KA,false,sales
2024-11-25,NEFT CR Acme Retail Pvt Ltd invoice receipt 01333,,126017.66,18,DL,KA,false,sales
2024-11-18,UPI DR QuickFix Maintenance purchase payment 00649,24183.4,,0,DL,KA,true,purchase
2024-06-25,SELF TRANSFER TO CASH MANAGEMENT 0243,19446.06,,0,KA,KA,false,transfer
2025-02-14,NEFT CR Indus Office Supplies invoice receipt 00339,,51916.63,18,TN,KA,false,sales
2024-06-10,UPI DR TruEdge Consulting rent payment 00739,25346.34,,18,TS,KA,false,rent
2024-12-31,NEFT CR Evergreen Stores invoice receipt 00807,,62016.98,18,TS,KA,false,sales
2024-09-04,NEFT CR Fresh Basket Mart invoice receipt 00914,,53041.63,18,KA,KA,false,sales
2025-02-20,UPI DR Jai Stationers marketing payment 00772,71889.84,,0,TS,KA,true,marketing
2025-02-11,NEFT CR QuickShop Chain invoice receipt 00658,,78483.0,18,TN,KA,false,sales
2024-09-20,NEFT CR Horizon Pharma invoice receipt 00763,,102044.15,18,KA,KA,false,sales
2024-04-27,NEFT CR Acme Retail Pvt Ltd invoice receipt 00679,,38441.99,18,KA,KA,false,sales
2024-05-26,NEFT CR Orbit Fashion House invoice receipt 00656,,47389.7,18,KA,KA,false,sales
2025-02-28,UPI DR Nexa Facility Services marketing payment 01034,30565.17,,18,GJ,KA,true,marketing
2024-12-09,NEFT CR Evergreen Stores invoice receipt 00681,,44697.62,18,MH,KA,false,sales
2025-03-20,UPI DR Eco Power Utilities software payment 00371,14714.88,,18,DL,KA,true,software
2024-08-25,SELF TRANSFER TO CASH MANAGEMENT 0198,22618.05,,0,KA,KA,false,transfer
2024-11-23,SAVINGS INTEREST CREDIT 0103,,1586.63,0,KA,KA,false,interest
2024-09-27,SAVINGS INTEREST CREDIT 0219,,1703.72,0,KA,KA,false,interest
2024-12-03,UPI DR Delta Office Systems purchase payment 00659,34282.22,,18,TN,KA,true,purchase
2024-08-11,NEFT CR DigiServe Solutions invoice receipt 00796,,96637.16,18,KA,KA,false,sales
2024-08-25,NEFT CR DigiServe Solutions invoice receipt 01232,,80380.35,0,MH,KA,false,sales
2024-04-22,NEFT CR Indus Office Supplies invoice receipt 00747,,77481.79,18,DL,KA,false,sales
2024-07-18,UPI DR Insight Marketing LLP utilities payment 00828,1213.03,,18,DL,KA,true,utilities
2025-03-01,NEFT CR Horizon Pharma invoice receipt 00801,,112994.63,18,MH,KA,false,sales
2024-11-20,SAVINGS INTEREST CREDIT 0094,,250.57,0,KA,KA,false,interest
2024-11-06,UPI DR Omkar Repairs purchase payment 00446,83892.73,,18,GJ,KA,true,purchase
2024-07-23,SAVINGS INTEREST CREDIT 0181,,1272.85,0,KA,KA,false,interest
2024-05-12,UPI DR Apex Packaging Works rent payment 00944,37746.31,,18,TS,KA,false,rent
2024-04-29,UPI DR Kuber Warehousing rent payment 00834,57870.18,,18,DL,KA,false,rent
2024-05-25,UPI DR Eco Power Utilities purchase payment 01051,50521.06,,18,KA,KA,true,purchase
2025-03-24,SELF TRANSFER TO CASH MANAGEMENT 0096,9185.72,,0,KA,KA,false,transfer
2024-04-14,NEFT CR QuickShop Chain invoice receipt 01194,,16493.14,18,DL,KA,false,sales
2024-11-06,SAVINGS INTEREST CREDIT 0146,,1602.9,0,KA,KA,false,interest
2025-03-30,UPI DR Insight Marketing LLP marketing payment 01008,31480.56,,18,GJ,KA,true,marketing
2024-04-20,NEFT CR Orbit Fashion House invoice receipt 00767,,117605.02,18,KA,KA,false,sales
2024-04-29,UPI DR Nexa Facility Services purchase payment 00359,19845.2,,0,MH,KA,true,purchase
2025-01-28,SAVINGS INTEREST CREDIT 0201,,840.63,0,KA,KA,false,interest
2024-12-21,UPI DR Eco Power Utilities purchase payment 00607,14353.54,,18,MH,KA,true,purchase
2024-04-17,NEFT CR Indus Office Supplies invoice receipt 00283,,82832.85,0,KA,KA,false,sales
2025-01-07,UPI DR LightSpeed Internet food payment 00327,5442.2,,0,TN,KA,false,food
2024-06-21,NEFT CR Horizon Pharma invoice receipt 00672,,81923.76,18,KA,KA,false,sales
2025-02-18,UPI DR Crystal Print House travel payment 00525,3589.59,,18,DL,KA,true,travel
2024-11-05,UPI DR Mohan Industrial Gases purchase payment 00333,36981.95,,18,TN,KA,true,purchase
2025-02-21,SAVINGS INTEREST CREDIT 0143,,1781.92,0,KA,KA,false,interest
2024-11-03,NEFT CR Nova Wellness invoice receipt 00500,,107401.97,18,TN,KA,false,sales
2024-05-05,NEFT CR DigiServe Solutions invoice receipt 00769,,117996.8,18,KA,KA,false,sales
2025-01-02,UPI DR Apex Packaging Works purchase payment 00588,60894.83,,0,TN,KA,true,purchase
2025-02-01,NEFT CR Growthline Agencies invoice receipt 00528,,122098.36,0,DL,KA,false,sales
2024-07-03,SELF TRANSFER TO CASH MANAGEMENT 0010,24244.52,,0,KA,KA,false,transfer
2024-06-24,UPI DR Insight Marketing LLP utilities payment 00144,64269.17,,18,TN,KA,true,utilities
2024-09-15,NEFT CR Metro Hypermart invoice receipt 00973,,135881.81,18,GJ,KA,false,sales
2024-06-05,NEFT CR Trinity Healthcare invoice receipt 01008,,42139.63,18,KA,KA,false,sales
2024-12-17,UPI DR Bharat Transport Co utilities payment 00207,26024.0,,18,DL,KA,true,utilities
2024-05-31,NEFT CR QuickShop Chain invoice receipt 00221,,43012.68,0,KA,KA,false,sales
2024-12-26,UPI DR Pioneer Chemicals purchase payment 01048,16449.6,,18,TS,KA,true,purchase
2025-03-29,NEFT CR Fresh Basket Mart invoice receipt 00163,,113428.4,0,GJ,KA,false,sales
2024-07-25,UPI DR LightSpeed Internet office expense payment 00505,8998.06,,0,MH,KA,true,office_expense
2024-05-31,UPI DR Eco Power Utilities purchase payment 01230,57771.35,,18,TS,KA,true,purchase
2024-07-02,NEFT CR Trinity Healthcare invoice receipt 00002,,143334.34,18,GJ,KA,false,sales
2024-05-29,NEFT CR Acme Retail Pvt Ltd invoice receipt 00776,,147010.32,18,TN,KA,false,sales
2024-10-29,UPI DR Jai Stationers marketing payment 00861,60776.85,,18,TN,KA,true,marketing
2024-08-01,NEFT CR Bluecart Traders invoice receipt 00015,,128895.93,0,GJ,KA,false,sales
2024-05-02,NEFT CR Horizon Pharma invoice receipt 01127,,117905.36,18,TN,KA,false,sales
2024-07-03,NEFT CR Growthline Agencies invoice receipt 00284,,40099.06,0,MH,KA,false,sales
2025-02-19,UPI DR Nexa Facility Services software payment 01272,84940.5,,18,TN,KA,true,software
2024-09-22,NEFT CR Riverfront Wholesale invoice receipt 00883,,52698.41,0,GJ,KA,false,sales
2025-02-23,UPI DR Apex Packaging Works office expense payment 00087,72010.44,,18,DL,KA,true,office_expense
2024-04-02,SAVINGS INTEREST CREDIT 0122,,188.7,0,KA,KA,false,interest
2024-10-21,UPI DR Bharat Transport Co utilities payment 00478,60380.69,,0,DL,KA,true,utilities
2024-08-02,UPI DR SmartCloud Software utilities payment 00461,86436.14,,18,MH,KA,true,utilities
2024-06-08,UPI DR Delta Office Systems marketing payment 01042,17170.64,,0,TS,KA,true,marketing
2024-07-09,UPI DR Crystal Print House office expense payment 00802,85686.21,,0,TS,KA,true,office_expense
2024-06-17,NEFT CR Jupiter Foods invoice receipt 00230,,9634.47,18,KA,KA,false,sales
2024-08-04,NEFT CR Indus Office Supplies invoice receipt 01171,,117593.03,18,TS,KA,false,sales
2024-11-12,UPI DR Royal Insurance Brokers marketing payment 00140,40324.37,,0,KA,KA,true,marketing
2024-12-09,UPI DR Bharat Transport Co office expense payment 00600,63207.6,,18,MH,KA,true,office_expense
2024-06-18,UPI DR Eco Power Utilities purchase payment 00271,52623.25,,18,KA,KA,true,purchase
2024-06-23,NEFT CR Riverfront Wholesale invoice receipt 01126,,45808.37,0,TN,KA,false,sales
2025-03-26,UPI DR Insight Marketing LLP loan payment 00728,93226.07,,0,TN,KA,false,loan
2024-04-15,NEFT CR DigiServe Solutions invoice receipt 01150,,74139.07,18,KA,KA,false,sales
2024-12-24,UPI DR Omkar Repairs food payment 01011,55110.08,,0,KA,KA,true,food
2024-08-05,NEFT CR DigiServe Solutions invoice receipt 00753,,54131.89,18,DL,KA,false,sales
2024-11-14,UPI DR Global Tech Tools purchase payment 00283,68829.8,,0,TN,KA,true,purchase
2025-01-31,UPI DR Global Tech Tools travel payment 00586,35877.86,,18,KA,KA,true,travel
2024-07-16,SAVINGS INTEREST CREDIT 0028,,1108.67,0,KA,KA,false,interest
2025-01-21,NEFT CR Evergreen Stores invoice receipt 00478,,38720.01,0,TS,KA,false,sales
2024-09-13,UPI DR Global Tech Tools rent payment 00160,70965.44,,18,GJ,KA,false,rent
2024-11-06,NEFT CR Sunrise Superstore invoice receipt 01322,,69304.28,0,DL,KA,false,sales
2025-03-16,UPI DR Mohan Industrial Gases utilities payment 01075,4925.91,,0,TN,KA,true,utilities
2025-01-21,NEFT CR DigiServe Solutions invoice receipt 00663,,149433.18,0,MH,KA,false,sales
2024-10-23,NEFT CR Jupiter Foods invoice receipt 00944,,57475.72,18,TN,KA,false,sales
2024-12-31,NEFT CR Nova Wellness invoice receipt 01375,,53459.41,18,TS,KA,false,sales
2024-07-28,NEFT CR QuickShop Chain invoice receipt 00956,,66473.8,18,KA,KA,false,sales
2024-04-02,NEFT CR Horizon Pharma invoice receipt 00393,,7314.69,18,GJ,KA,false,sales
2025-03-10,UPI DR Omkar Repairs purchase payment 00924,1270.87,,18,MH,KA,true,purchase
2024-09-09,SAVINGS INTEREST CREDIT 0116,,1535.02,0,KA,KA,false,interest
2024-05-23,UPI DR Global Tech Tools office expense payment 01001,72656.61,,18,DL,KA,true,office_expense
2024-11-15,UPI DR QuickFix Maintenance rent payment 01225,42442.09,,0,KA,KA,false,rent
2024-12-03,NEFT CR Jupiter Foods invoice receipt 00252,,107645.23,0,DL,KA,false,sales
2024-11-19,SELF TRANSFER TO CASH MANAGEMENT 0021,3729.13,,0,KA,KA,false,transfer
2024-08-08,NEFT CR Lotus Enterprises invoice receipt 00966,,69858.94,0,MH,KA,false,sales
2025-02-18,NEFT CR Trinity Healthcare invoice receipt 01085,,84002.05,18,TS,KA,false,sales
2024-06-15,NEFT CR Orbit Fashion House invoice receipt 00660,,30432.81,0,KA,KA,false,sales
2024-08-03,SAVINGS INTEREST CREDIT 0001,,1146.6,0,KA,KA,false,interest
2025-01-02,UPI DR Mohan Industrial Gases marketing payment 00831,43931.31,,0,MH,KA,true,marketing
2024-08-22,NEFT CR Lotus Enterprises invoice receipt 00702,,43851.89,18,DL,KA,false,sales
2024-12-17,SELF TRANSFER TO CASH MANAGEMENT 0157,18378.47,,0,KA,KA,false,transfer
2024-06-25,SELF TRANSFER TO CASH MANAGEMENT 0125,20587.22,,0,KA,KA,false,transfer
2024-11-30,UPI DR Nexa Facility Services purchase payment 00434,76315.21,,18,TS,KA,true,purchase
2025-03-25,NEFT CR Kite Logistics invoice receipt 00531,,145342.7,0,TN,KA,false,sales
2024-07-19,NEFT CR Bluecart Traders invoice receipt 00782,,41334.96,0,GJ,KA,false,sales
2024-06-14,NEFT CR Trinity Healthcare invoice receipt 00396,,55520.54,18,DL,KA,false,sales
2025-03-27,NEFT CR Fresh Basket Mart invoice receipt 00112,,27991.74,0,DL,KA,false,sales
2024-04-17,NEFT CR Orbit Fashion House invoice receipt 00062,,113762.41,0,KA,KA,false,sales
2025-02-05,SELF TRANSFER TO CASH MANAGEMENT 0035,10153.77,,0,KA,KA,false,transfer
2024-05-21,NEFT CR Bluecart Traders invoice receipt 00539,,92198.38,18,TN,KA,false,sales
2025-03-10,NEFT CR Kite Logistics invoice receipt 00948,,127930.63,18,TN,KA,false,sales
2024-09-27,NEFT CR Horizon Pharma invoice receipt 00609,,76926.93,18,KA,KA,false,sales
2024-07-21,NEFT CR Growthline Agencies invoice receipt 00092,,14804.49,18,MH,KA,false,sales
2024-06-05,SELF TRANSFER TO CASH MANAGEMENT 0037,26004.15,,0,KA,KA,false,transfer
2024-10-16,SAVINGS INTEREST CREDIT 0183,,1183.71,0,KA,KA,false,interest
2024-07-31,NEFT CR Riverfront Wholesale invoice receipt 00700,,140351.5,0,GJ,KA,false,sales
2024-06-30,NEFT CR Acme Retail Pvt Ltd invoice receipt 00640,,137156.67,18,TS,KA,false,sales
2024-12-27,UPI DR Royal Insurance Brokers office expense payment 01036,64395.56,,0,TS,KA,true,office_expense
2024-08-02,NEFT CR Indus Office Supplies invoice receipt 01071,,96790.93,0,TN,KA,false,sales
2024-07-01,NEFT CR Nova Wellness invoice receipt 00597,,104363.25,18,GJ,KA,false,sales
2024-07-24,SELF TRANSFER TO CASH MANAGEMENT 0246,4124.05,,0,KA,KA,false,transfer
2025-02-02,NEFT CR Riverfront Wholesale invoice receipt 01221,,127746.79,18,TN,KA,false,sales
2025-01-23,NEFT CR QuickShop Chain invoice receipt 01352,,44142.52,18,MH,KA,false,sales
2024-05-14,NEFT CR CityMed Distributors invoice receipt 01178,,18472.18,18,GJ,KA,false,sales
2024-05-30,UPI DR Bharat Transport Co utilities payment 01206,1424.5,,18,TN,KA,true,utilities
2024-10-04,NEFT CR Horizon Pharma invoice receipt 00540,,35967.75,18,MH,KA,false,sales
2025-02-11,SAVINGS INTEREST CREDIT 0235,,821.68,0,KA,KA,false,interest
2024-04-24,NEFT CR Trinity Healthcare invoice receipt 01105,,37900.07,0,TS,KA,false,sales
2024-06-21,SELF TRANSFER TO CASH MANAGEMENT 0209,23940.94,,0,KA,KA,false,transfer
2024-04-05,UPI DR Jai Stationers food payment 00285,56405.22,,18,TN,KA,false,food
2024-04-29,UPI DR Pioneer Chemicals loan payment 00869,19479.4,,0,TN,KA,false,loan
2024-05-30,NEFT CR Orbit Fashion House invoice receipt 00647,,98079.16,18,DL,KA,false,sales
2024-10-18,NEFT CR Nova Wellness invoice receipt 00886,,94437.61,18,MH,KA,false,sales
2024-05-28,NEFT CR Sunrise Superstore invoice receipt 00592,,16089.87,18,GJ,KA,false,sales
2024-07-18,NEFT CR Sunrise Superstore invoice receipt 00548,,112492.96,18,TS,KA,false,sales
2025-03-15,NEFT CR Prime Hardware invoice receipt 00446,,85195.85,0,KA,KA,false,sales
2024-11-29,SAVINGS INTEREST CREDIT 0079,,340.87,0,KA,KA,false,interest
2024-06-21,UPI DR Omkar Repairs purchase payment 00843,76838.26,,18,GJ,KA,true,purchase
2024-11-28,SAVINGS INTEREST CREDIT 0132,,1558.73,0,KA,KA,false,interest
2024-12-10,NEFT CR Evergreen Stores invoice receipt 00203,,80092.15,18,KA,KA,false,sales
2024-11-22,NEFT CR QuickShop Chain invoice receipt 00603,,66430.71,0,KA,KA,false,sales
2025-02-05,NEFT CR Horizon Pharma invoice receipt 01234,,50282.6,18,DL,KA,false,sales
2024-10-25,NEFT CR Lotus Enterprises invoice receipt 00373,,20508.52,18,TN,KA,false,sales
2024-10-29,NEFT CR Acme Retail Pvt Ltd invoice receipt 00322,,123121.97,18,GJ,KA,false,sales
2024-09-15,UPI DR Mohan Industrial Gases purchase payment 01024,16722.84,,18,TS,KA,true,purchase
2024-11-17,NEFT CR Growthline Agencies invoice receipt 01393,,91352.39,18,DL,KA,false,sales
2024-04-08,NEFT CR Horizon Pharma invoice receipt 00992,,10887.17,18,DL,KA,false,sales
2024-05-01,UPI DR Bharat Transport Co purchase payment 00164,19732.14,,18,TS,KA,true,purchase
2025-02-02,SELF TRANSFER TO CASH MANAGEMENT 0190,21222.98,,0,KA,KA,false,transfer
2024-09-16,NEFT CR Jupiter Foods invoice receipt 00413,,41484.86,18,TN,KA,false,sales
2024-05-24,UPI DR Global Tech Tools office expense payment 00523,4263.82,,18,MH,KA,true,office_expense
2025-02-05,UPI DR QuickFix Maintenance purchase payment 00909,70386.57,,18,GJ,KA,true,purchase
2024-10-06,UPI DR TruEdge Consulting rent payment 00360,30356.99,,18,GJ,KA,true,rent
2024-07-08,NEFT CR QuickShop Chain invoice receipt 00153,,4699.57,0,KA,KA,false,sales
2024-05-31,NEFT CR Evergreen Stores invoice receipt 00431,,51494.14,18,DL,KA,false,sales
2024-04-07,UPI DR Kuber Warehousing purchase payment 00952,83243.62,,18,GJ,KA,true,purchase
2025-01-08,NEFT CR Nova Wellness invoice receipt 00263,,95154.14,0,GJ,KA,false,sales
2025-02-05,NEFT CR Bluecart Traders invoice receipt 00980,,16297.01,0,MH,KA,false,sales
2024-07-15,UPI DR TruEdge Consulting food payment 00236,67090.2,,0,TS,KA,true,food
2024-06-09,NEFT CR Metro Hypermart invoice receipt 00251,,21874.0,18,KA,KA,false,sales
2024-06-12,NEFT CR Growthline Agencies invoice receipt 00075,,39894.55,0,MH,KA,false,sales
2024-06-21,NEFT CR DigiServe Solutions invoice receipt 00984,,137520.72,18,DL,KA,false,sales
2024-12-02,NEFT CR Fresh Basket Mart invoice receipt 01033,,84252.78,18,TN,KA,false,sales
2024-06-07,NEFT CR Bluecart Traders invoice receipt 00173,,98500.98,0,TN,KA,false,sales
2024-06-05,NEFT CR Growthline Agencies invoice receipt 00745,,92151.31,18,GJ,KA,false,sales
2024-11-13,NEFT CR Fresh Basket Mart invoice receipt 01186,,40218.35,0,DL,KA,false,sales
2024-07-07,NEFT CR Kite Logistics invoice receipt 00694,,39668.62,0,TS,KA,false,sales
2024-05-01,NEFT CR Sunrise Superstore invoice receipt 00828,,125577.66,18,MH,KA,false,sales
2024-09-08,NEFT CR Horizon Pharma invoice receipt 00671,,140782.18,0,DL,KA,false,sales
2024-08-17,NEFT CR Orbit Fashion House invoice receipt 00546,,12038.69,0,DL,KA,false,sales
2024-06-02,UPI DR SmartCloud Software travel payment 00636,45244.49,,18,DL,KA,true,travel
2024-09-18,UPI DR Himalaya Foods Supply utilities payment 01020,51632.62,,18,TS,KA,true,utilities
2025-01-08,UPI DR Pioneer Chemicals software payment 00226,9657.17,,18,KA,KA,true,software
2024-10-02,SELF TRANSFER TO CASH MANAGEMENT 0207,23220.47,,0,KA,KA,false,transfer
2024-08-09,SAVINGS INTEREST CREDIT 0086,,351.71,0,KA,KA,false,interest
2024-12-22,UPI DR Himalaya Foods Supply software payment 00230,60474.69,,0,MH,KA,true,software
2024-11-22,UPI DR Apex Packaging Works marketing payment 01245,45044.98,,18,MH,KA,true,marketing
2024-12-29,NEFT CR Orbit Fashion House invoice receipt 00160,,14978.14,18,TS,KA,false,sales
2024-10-19,SELF TRANSFER TO CASH MANAGEMENT 0004,27570.08,,0,KA,KA,false,transfer
2024-06-23,UPI DR SmartCloud Software travel payment 01107,63062.35,,18,KA,KA,true,travel
2025-01-31,UPI DR FirstFleet Logistics marketing payment 01039,20048.6,,18,MH,KA,true,marketing
2024-10-21,SELF TRANSFER TO CASH MANAGEMENT 0100,24631.67,,0,KA,KA,false,transfer
2024-12-03,NEFT CR Sunrise Superstore invoice receipt 01324,,113788.65,18,GJ,KA,false,sales
2024-09-14,UPI DR Delta Office Systems purchase payment 00022,78505.88,,18,TN,KA,true,purchase
2025-02-02,UPI DR Himalaya Foods Supply purchase payment 00205,2138.11,,0,DL,KA,true,purchase
2024-07-31,SAVINGS INTEREST CREDIT 0083,,960.88,0,KA,KA,false,interest
2024-05-17,UPI DR Omkar Repairs purchase payment 00290,88946.02,,18,MH,KA,true,purchase
2024-04-03,NEFT CR CityMed Distributors invoice receipt 01365,,51216.9,18,TN,KA,false,sales
2024-06-15,NEFT CR Evergreen Stores invoice receipt 00064,,42949.15,18,TN,KA,false,sales
2025-01-12,NEFT CR Trinity Healthcare invoice receipt 01289,,134419.72,18,TS,KA,false,sales
2024-10-12,UPI DR LightSpeed Internet purchase payment 00464,38214.17,,0,TN,KA,true,purchase
2024-09-15,SELF TRANSFER TO CASH MANAGEMENT 0020,9513.76,,0,KA,KA,false,transfer
2024-12-08,NEFT CR Growthline Agencies invoice receipt 00108,,7602.77,18,KA,KA,false,sales
2024-12-30,UPI DR SmartCloud Software office expense payment 00117,1247.18,,18,MH,KA,true,office_expense
2024-05-21,UPI DR Himalaya Foods Supply purchase payment 00468,90805.1,,18,KA,KA,true,purchase
2024-09-17,NEFT CR Jupiter Foods invoice receipt 01032,,62165.62,18,KA,KA,false,sales
2024-06-12,NEFT CR Bluecart Traders invoice receipt 01246,,123530.1,18,DL,KA,false,sales
2024-10-27,NEFT CR Jupiter Foods invoice receipt 00042,,62169.12,0,GJ,KA,false,sales
2024-04-24,SELF TRANSFER TO CASH MANAGEMENT 0033,15385.04,,0,KA,KA,false,transfer
2025-03-17,SAVINGS INTEREST CREDIT 0060,,1636.8,0,KA,KA,false,interest
2024-04-09,UPI DR Delta Office Systems tax payment payment 00968,19112.41,,0,MH,KA,false,tax_payment
2025-03-23,NEFT CR Prime Hardware invoice receipt 00004,,126857.71,18,DL,KA,false,sales
2024-04-13,UPI DR Bharat Transport Co software payment 00191,18423.53,,0,KA,KA,true,software
2025-01-10,UPI DR Nexa Facility Services food payment 01180,45982.77,,0,TN,KA,false,food
2024-12-21,UPI DR Nexa Facility Services purchase payment 00264,39823.76,,0,MH,KA,true,purchase
2024-04-23,NEFT CR Jupiter Foods invoice receipt 00516,,39136.88,18,TN,KA,false,sales
2025-02-10,SELF TRANSFER TO CASH MANAGEMENT 0162,26960.01,,0,KA,KA,false,transfer
2024-06-29,SELF TRANSFER TO CASH MANAGEMENT 0169,13522.21,,0,KA,KA,false,transfer
2025-03-02,NEFT CR Kite Logistics invoice receipt 00014,,68925.33,0,TS,KA,false,sales
2024-07-18,SELF TRANSFER TO CASH MANAGEMENT 0194,12504.51,,0,KA,KA,false,transfer
2024-10-21,NEFT CR Evergreen Stores invoice receipt 00830,,56003.63,0,KA,KA,false,sales
2024-12-23,NEFT CR Growthline Agencies invoice receipt 00855,,92362.95,0,GJ,KA,false,sales
2024-05-17,UPI DR Delta Office Systems utilities payment 00601,93767.52,,0,TS,KA,true,utilities
2024-08-09,UPI DR Himalaya Foods Supply marketing payment 00073,64838.3,,18,KA,KA,true,marketing
2024-06-24,UPI DR QuickFix Maintenance utilities payment 00015,30961.07,,0,KA,KA,true,utilities
2024-11-06,NEFT CR Evergreen Stores invoice receipt 00180,,35510.77,0,TS,KA,false,sales
2025-01-29,NEFT CR Lotus Enterprises invoice receipt 00174,,141649.3,18,TN,KA,false,sales
2024-08-12,UPI DR Himalaya Foods Supply purchase payment 00896,93866.57,,0,DL,KA,true,purchase
2024-05-31,UPI DR TruEdge Consulting purchase payment 00976,10804.8,,0,TS,KA,true,purchase
2025-02-25,UPI DR Apex Packaging Works office expense payment 00196,59619.64,,18,TS,KA,true,office_expense
2024-07-14,UPI DR Royal Insurance Brokers utilities payment 00771,9928.06,,0,MH,KA,true,utilities
2024-09-12,NEFT CR Trinity Healthcare invoice receipt 01217,,107177.09,18,TN,KA,false,sales
2024-09-03,UPI DR SmartCloud Software purchase payment 00398,39051.54,,18,TS,KA,true,purchase
2025-03-14,SELF TRANSFER TO CASH MANAGEMENT 0199,3929.27,,0,KA,KA,false,transfer
2024-10-27,UPI DR Pioneer Chemicals software payment 01109,44465.12,,0,TN,KA,true,software
2024-10-13,NEFT CR Kite Logistics invoice receipt 00860,,34836.68,18,DL,KA,false,sales
2024-08-04,NEFT CR Jupiter Foods invoice receipt 01068,,108522.49,0,GJ,KA,false,sales
2024-05-06,UPI DR LightSpeed Internet marketing payment 00880,16215.9,,0,GJ,KA,true,marketing
2024-11-26,SELF TRANSFER TO CASH MANAGEMENT 0009,13633.14,,0,KA,KA,false,transfer
2024-06-30,UPI DR Royal Insurance Brokers loan payment 00754,29002.81,,0,DL,KA,true,loan
2024-11-26,NEFT CR Acme Retail Pvt Ltd invoice receipt 00260,,16558.53,0,TS,KA,false,sales
2024-10-01,UPI DR Bharat Transport Co rent payment 00873,39153.12,,0,TN,KA,false,rent
2024-08-25,UPI DR Omkar Repairs travel payment 01017,32589.48,,18,TS,KA,true,travel
2024-09-16,UPI DR Pioneer Chemicals rent payment 00119,35980.64,,18,GJ,KA,false,rent
2025-02-22,UPI DR LightSpeed Internet marketing payment 00686,58560.87,,18,TS,KA,true,marketing
2024-06-05,NEFT CR Acme Retail Pvt Ltd invoice receipt 00983,,30617.29,0,TN,KA,false,sales
2024-05-20,UPI DR Crystal Print House office expense payment 00246,6594.9,,18,MH,KA,true,office_expense
2024-12-25,UPI DR Royal Insurance Brokers purchase payment 00066,2710.82,,18,DL,KA,true,purchase
2024-08-01,UPI DR Royal Insurance Brokers purchase payment 00100,91258.64,,18,TS,KA,true,purchase
